,Unnamed: 0,indice,nome,ingredientes,modo de preparo,rendimento,tempo_de_preparo_min,sites,categorias,tempo_de_cozimento_min,tempo_de_espera_min
650,650,650,rocambole-de-nozes-aka-bolo-camafeu,"1 xicara de nozes processadas, 1 lata de leite condensado, 1/4 de xicara de acucar cristal, 5 colheres de sopa de leite, uma pitada de sal, 45 gramas de manteiga sem sal derretida e morna, 3 claras, 2 colheres de sopa de chocolate em po, 2/3 + 1/4 de farinha de trigo peneirada, 1 colher de sopa de manteiga, 1/2 lata de creme de leite com soro, 3 gemas, 4 xicaras de acucar impalpavel*, mais 1/4 de xicara de acucar cristal, 1 colher de sopa de vinagre ou suco de limao","['Retire da geladeira, corte as pontas do rocambole para deixa-lo mais uniforme e arrume-o num prato de servir. Coloque o fondant por cima do rocambole e va ajeitando com cuidado ate que ele cubra por completo.', 'Decore com nozes chilenas e delicie-se!', 'Em outra tigela, bata as tres gemas com a outra parte de acucar cristal (1/4 de xicara) ate que forme um creme fofo e esbranquicado.', 'Em seguida, acrescente as claras em neve. Acrescente-as em duas partes na massa e incorpore-as com movimentos delicados do centro para fora e de baixo para cima. Nao bata demais para nao perder a aeracao!', 'Umedeca um pano de prato limpo e estique-o sobre uma superficie lisa. Polvilhe acucar cristal por cima e entao desenforme a massa ainda quente sobre ele.', 'Adicione o leite aos poucos no acucar impalpavel ate que o fondant se forme. Misture bem e reserve.', 'Enquanto isso, bata as claras com o vinagre ou o suco de limao. Quando comecar a espumar, acrescente 1/4 de xicara de acucar cristal e bata ate atingir o ponto de picos duros - as famosas claras em neve. Reserve.', 'Processe as nozes bem fininhas, ate quase formar uma farinha. Depois, misture todos os ingredientes numa panela e cozinhe ate dar o ponto de brigadeiro mole. Reserve.', 'Leve para a geladeira embalado no pano ate que esfrie.', 'Forre uma forma retangular com papel manteiga (grude o papel na forma com um pouquinho de massa em cada extremidade) e despeje a massa por cima, formando uma camada fina e bem lisinha. Ajeite as laterais do bolo, para que fiquem retas, e leve para assar em forno pre-aquecido a 180@C por aproximadamente 12 minutos.', 'Por cima da mistura das gemas, peneire a farinha de trigo e adicione tambem a manteiga derretida. Misture com uma espatula ate ficar homogeneo.', 'DICA: Essa massa nao pode ficar escura! Ela tem que ser clarinha para que o seu rocambole nao quebre na hora da montagem, portanto assim que voce colocar a mao por cima e sentir que ela esta seca, retire do forno.', 'Com a ajuda do pano de prato, va enrolando a massa com cuidado, apertando para que ela fique bem firme e fechada.', 'Derreta a manteiga e espere amornar antes de usa-la.', 'Espalhe o recheio de camafeu por todo o bolo, deixando apenas uma das bordas sem.']",6 pessoas,60.0,https://www.daninoce.com.br/receitas/rocambole-de-nozes-aka-bolo-camafeu/,bolo,20.0,80.0
651,651,651,bolo-tentacao-de-coco-com-morango,"1 colher de sopa de extrato de baunilha, 500 gramas de creme de leite fresco, 4 colheres de sopa de acucar, 3 caixas de morangos","['Separe os maiores morangos com mais ou menos todos do mesmo tamanho.', 'Fatie seu bolo ao meio para poder rechea-lo.', 'Por cima dos morangos coloque o chantilly por todo ele.', 'Coloque a primeira parte do bolo no fundo da forma.', 'Recheie o bolo com os morangos picados.', 'Cubra com mais chantilly.', 'Coloque uma folha de acetato por dentro de uma forma de fundo removivel.', 'Bata o creme de leite fresco com o acucar e a baunilha ate ponto de chantilly.', 'Coloque a outra fatia de bolo pro cima do recheio.', 'Leve para o congelador por 30 minutos antes de desinformar.', 'Desinforme o bolo e sirva com mais morangos por cima!', 'Coloque o chantilly em um saco de confeitar para ficar mais facil.', 'DICA: Se voce precisar que seu chantilly dure por muito mais tempo adicione de 1 a 3 folhas de gelatina hidratada dependendo do calor, dentro da mistura do chantilly.', 'Disponha os morangos fatiados em torno de toda a parte de baixo da forma.', 'Coloque o chantilly por volta de todos os morangos que estao na borda e com a ajuda de uma colher alise este chantili antes de colocar o bolo.', 'Fatie estes morangos ao meio.']",10 pessoas,30.0,https://www.daninoce.com.br/receitas/bolo-tentacao-de-coco-com-morango/,bolo,50.0,30.0
652,652,652,bolo-de-chocolate-com-caramelo-salgado,"2 colheres de cha fermento em po, 3 ovos grandes em temperatura ambiente,  1/2  colher de cha de sal, 1 e  1/2  de xicara de acucar cristal, 1 e  1/2  xicara de creme de leite,  1/2  xicara de creme de leite, 2/3 de xicara de nata, 455 gramas de chocolate amargo 60% a 70%, picado, 2 colheres de sopa de xarope de milho leve (karo, se nao achar outro, mas glucose e melhor), 1 e  1/4  de xicara de agua quente, 1 colher de cha de bicarbonato de sodio, 1 xicara de acucar refinado, 2 colheres de cha de flor de sal e mais um pouco para decorar, 2 e 2/3 de xicara de farinha de trigo tipo 1, 2 xicaras de manteiga sem sal, amolecida mas fria, e cortada em cubos de 2x2cm, 1 colher de cha de flor de sal,  3/4  de xicara de cacau em po 100%, 1 colher de sopa de extrato de baunilha,  3/4  de xicara de manteiga sem sal em pomada (amolecida),  1/2  de xicara de gordura vegetal,  1/4  de xicara de nata, 1 xicara de acucar mascavo","['Adicione a farinha, alternando com a mistura de cacau, em tres adicoes, sempre comecando com a mistura de farinha.', 'Pre-aqueca o forno a 160oC. Unte 3 assadeiras redondas de 20cm, corte 3 folhas de papel manteiga do mesmo tamanho do fundo da assadeira. Coloque os papeis em cada assadeira e unte o papel com manteiga. Polvilhe tudo com farinha e retire o excesso.', 'Em uma panela pequena, coloque o creme para ferver em fogo muito baixo.', 'Adicione a mistura do creme na mistura do acucar. Bata a nata e depois acrescente. Deixe o caramelo esfriar ate a temperatura ambiente, transfira para um pote e deixe na geladeira ate gelar para montar o bolo.', 'Em uma panela pequena, junte o creme de leite e a flor de sal. Leve para ferver em fogo muito baixo, so ate que o sal se dissolva.', 'Em uma panela media misture  1/4  de xicara de agua, o acucar, o xarope de milho, mexa tudo cuidadosamente para nao espirrar nas bordas da panela. Aqueca em fogo alto ate o termometro atingir 176oC, ou ate a mistura ficar com uma cor de ambar escuro, aprox. 6 a 8 minutos. Retire do fogo e deixe esfriar por 1 minuto.', 'Leve para a geladeira por 2 horas e deixe descansar.', 'Retire o aro e cubra todo o bolo com uma fina camada de ganache (como se fosse um reboco liso e fino) e deixe descansar na geladeira por 15 minutos, para dar firmeza a ganache. Retire e finalize o bolo com a ganache. Decore com flor de sal.', 'Em um bowl, coloque o cacau em po, agua quente e a nata e deixe de lado para esfriar.', 'Coloque uma camada do bolo no aro. Espalhe  1/4  do caramelo na camada, deixe o bolo ser embebido pelo caramelo, entao espalhe  1/4  da ganache por cima. Salpique 1 colher de cha de flor de sal por cima da camada, entao cubra com a segunda camada, e repita o processo, cubra com a 3a camada e cubra com o caramelo.', 'Divida a mistura igualmente nas 3 formas e suavize o topo, girando as formas. Asse por 35 a 40 minutos, rotacionando as formas enquanto assam, ate que ao colocar um palito no centro do bolo, ele saia limpo. Transfira os bolos para uma grade e deixe esfriar por 20 minutos. Inverta os bolos nas grades, retire as formas e deixe esfriar por completo. Ao final retire o papel manteiga.', 'Coloque o chocolate picado em um processador e reserve.', 'Adicione o creme no caramelo e misture. Misture devagar por 2 minutos, entao derrame o caramelo sobre o chocolate. Deixe o caramelo e o chocolate assentarem por 1 minuto, depois processe. Quando estiver bem liso, deixe a mistura esfriar, e aos poucos acrescente a manteiga, processando novamente. Raspe as laterais do processador e processe mais um pouco, ate a mistura ficar leve e macia.', 'Pegue um aro de montagem de 20 cm e coloque no centro do boleiro ou prato.', 'Em uma panela media misture  1/4  de xicara de agua, o acucar, o xarope de milho e mexa com cuidado para nao espirrar nas bordas da panela. Aqueca em fogo alto, ate o termometro atingir 176degC, aprox. 6 a 8 min. Retire do fogo e deixe esfriar por 1 minuto.', 'Bata na batedeira a manteiga e a gordura vegetal, em velocidade media, por 5 minutos. Adicione o acucar e deixe bater ate ficar leve e macio, por volta de 5 minutos. Adicione os ovos, um de cada vez, bata bem apos adicionar cada um, depois acrescente a baunilha e bata ate incorporar. Raspe todo o bowl e bata por mais 30 segundos.', 'Peneire a farinha com o fermento em po, o bicarbonato de sodio, e o sal em um bowl medio e reserve.']",20 pessoas,60.0,https://www.daninoce.com.br/receitas/bolo-de-chocolate-com-caramelo-salgado/,chocolate,40.0,120.0
653,653,653,bolo-de-tapioca-com-coco-nao-vai-ao-forno,"100 g de coco ralado (10 colheres  de sopa de coco ralado ou o fresco), 200 ml de leite de coco ou leite de coco natural, 1 pitada de sal, 1 colher de sopa de extrato de baunilha*, 500 g de tapioca granulada, 1 lata de leite condensado (395 g), 1 litro de leite integral","['Misture  1/2  lata de leite condensado com a garrafa de leite de coco para a calda.', 'Leve para a geladeira ate que endureca.', 'Coloque o leite integral na panela junto com o leite de coco e o leite condensado. Leve a mistura ao fogo baixo ate amornar.', 'Em seguida, decore o bolo com a calda e o restante do coco ralado.', 'Unte a forma para pudim com manteiga e despeje a massa.', 'Apos o repouso, retire a forma da geladeira e desenforme no prato de servir.', 'Continue misturando e acrescente o sal.', 'Desligue o fogo e adicione a tapioca granulada (somente a pre-hidratada), o coco ralado e o extrato de baunilha.']",8 pessoas,20.0,https://www.daninoce.com.br/receitas/bolo-de-tapioca-com-coco-nao-vai-ao-forno/,bolo,10.0,30.0
654,654,654,bolo-gato-preto-super-chocolatudo,"pasta americana, 200 gramas de manteiga sem sal, 350 gramas de chocolate 80%, 2  3/4  de xicara de farinha, 1 colher de sopa de fermento em po, 1 colher de sopa de extrato de baunilha, 5 ovos, corante preto soluvel em agua, 1  1/4  de xicara de leite, 2 colheres de sopa de glucose, 1  1/4  de xicara de oleo, 1  1/4  de xicara de cacau em po, 2 xicaras de acucar cristal, 1 pitada de sal","['Desenforme o bolo e corte o seu topinho para que a superficie fique lisa. Essa sera a parte de baixo da nossa sobremesa.', 'Despeje a glacagem de chocolate amargo por cima, deixando um pouco para a calda e as orelhas.', 'Em uma forma maior, posicione a grade de resfriamento e coloque o bolo por cima.', 'Pinte o rabo e as orelhinhas.', 'Aproveite!', 'Corte o nariz do gatinho em formato triangular e arredonde levemente as pontas e bordas com os dedos.', 'Abra outro pedaco de pasta americana para cortar os olhinhos e o nariz.', 'Em uma panela coloque o leite e o cacau em po.', 'Misture ate engrossar e desligue o fogo.', 'Leve para ferver em fogo medio, mexendo sem parar.', 'Corte 4 circulos, sendo dois maiores e outros dois um pouco menores para formar a pupila (+/- 1 cm de diametro e outro com 0.8 mm).', 'DICA: coloque palitos tambem por baixo da orelha para ter mais sustentacao.', 'Finalize colocando os olhinhos, o nariz, os bigodes e, por ultimo, o rabo e as orelhas.', 'Por ultimo, acrescente a farinha peneirada e o fermento e mexa bem.', 'Coloque dois palitinhos em cada orelha para fixa-las no bolo depois.', 'Adicione os ovos e va misturando tudo.', 'Reserve.', 'Deixe tudo secar por pelo menos 4 horas.', 'Adicione a manteiga picada e mexa ate que ela derreta um pouco.', 'Despeje a massa em uma forma redonda de buraco untada e enfarinhada.', 'Despeje a glacagem nas partes de decoracao.', 'Leve para assar em forno pre-aquecido a 180o por 50 minutos.', 'DICA: caso nao tenha a grade, voce pode apoiar o bolo em uma vasilha menor e posicionar ela no centro da forma que esta por baixo.', 'Assim que a calda escorrer por completo coloque o bolo na tabua onde ele sera servido.', 'Faca seis bigodinhos cortando tirinhas longas da pasta americana.', 'Em uma panela em banho-maria derreta o chocolate.', 'Despeje o oleo, o extrato de baunilha e o sal. Misture.', 'Acrescente o acucar cristal e mexa bem.', 'Com o restante da pasta americana faca o rabo do gato, dando uma leve enrolada nela e criando o formato do rabo - deixando uma das pontas um pouco mais grossa.', 'Dissolva o corante preto em agua ou em alguma bebida alcoolica.', 'Tire do banho-maria e mexa ate que os ingredientes se dissolvam por completo.', 'Acrescente a glucose e mexa bem.', 'Com a pasta americana branca, molde as orelhas do gato em um formato triangular, achatando levemente a parte central.']",12 pessoas,60.0,https://www.daninoce.com.br/receitas/bolo-gato-preto-super-chocolatudo/,bolo,50.0,240.0
655,655,655,bolo-de-laranja-mais-fofinho-do-mundo,"4 xicaras de farinha de trigo, 2 colheres de sopa de fermento em po, raspas de 3 laranjas bahia, 160ml de suco de laranja, 5 colheres de sopa de suco de laranja, 460 gramas de manteiga sem sal, 2 xicaras de acucar, 8 ovos, 3 xicaras de acucar impalpavel","['Peneire a farinha. Adicione a massa 2 xicaras de farinha com 80ml do suco da laranja e bata ate incorporar. Em seguida, adicione a outra parte de farinha e suco e combine.', 'Acrescente o fermento em po, misture bem. Jogue a massa na forma untada e enfarinhada e leve o bolo para assar em forno pre-aquecido a 200@C por 1h ou 1h15, aproximadamente.', 'Na batedeira, bata a manteiga com o acucar ate formar um creme bem fofo e esbranquicado.', 'Misture o acucar impalpavel com o suco de laranja ate obter um creme homogeneo.', 'Sirva a glacagem por cima do bolo e decore com raspas de laranja.', 'Adicione as raspas da laranja e acrescente os ovos, dois por vez, batendo bem a cada adicao.', 'Deixe o bolo esfriar completamente antes de desenformar.']",10 pessoas,20.0,https://www.daninoce.com.br/receitas/bolo-de-laranja-mais-fofinho-do-mundo/,bolo,60.0,30.0
656,656,656,bolo-vulcao-de-pacoca,"1 caixa de creme de leite, 3 unidades de pacoca, 1 e 1/2 xicara de farinha de trigo, 1/2 xicara de cha de oleo vegetal, 1 caixa de leite condensado, a mesma quantidade da caixa de leite integral, 2 gemas, 1 xicara de acucar, 1 colher de cha de extrato de baunilha, 1 colher de sopa de fermento em po, 3 ovos, 1 colher de cha de extrato de baunilha* ou essencia, 1 colher de cha de canela em po, 1 xicara de leite integral, 2 colheres de sopa de amido de milho","['Em uma tigela, misture bem os ovos, a baunilha, o oleo e o leite.', 'Assim que ferver, conte um minuto e entao desligue o fogo.', 'Desenforme o bolo frio no prato de servir e despeje o creme de pacoca no meio ate que ele transborde um pouco.', 'Quando a massa estiver homogenea, acrescente o acucar, a farinha de trigo peneirada e a pacoca esfarelada. Misture bem.', 'Por fim, adicione a canela e o fermento em po, incorpore delicadamente.', 'Despeje a massa em uma forma de 20 cm de diametro por 5 cm de altura, previamente untada e enfarinhada, e asse em forno preaquecido a 180@C por aproximadamente 30 minutos ou ate que um palito inserido no meio do bolo saia limpo.', 'Sirva e se lambuze!', 'Adicione o creme de leite e a pacoca esfarelada, depois transfira o creme para uma tigela e cubra com plastico filme. Reserve na geladeira.', 'Misture todos os ingredientes - menos o creme de leite e a pacoca - dentro de uma panela e leve ao fogo medio/baixo, mexendo sem parar.', 'DICA: Na hora de utilizar o creme talvez seja necessario bater com uma batedeira ou com o fouet, pois ele ficara consistente quando frio.']",8 pessoas,40.0,https://www.daninoce.com.br/receitas/bolo-vulcao-de-pacoca/,bolo,30.0,60.0
657,657,657,bolo-sensacao-de-chocolate-e-morango,"1/2 lata de leite condensado, 200 ml (1 caixinha) de creme de leite, 1 e 1/2 xicara de cha de cacau, 2 colheres de sopa de extrato de baunilha, 350 gramas de morangos (cada um fatiado em tres), 6 ovos, 1 e 1/2 xicara de cha de leite, 4 colheres de sopa de amido de milho, 1 e 1/2 xicara de cha de oleo, 2 colheres de sopa de extrato de baunilha* ou 1 col de sopa de essencia, 250 gramas de chocolate meio amargo derretido, 3 e 1/4 xicaras de cha de farinha de trigo, 1 e 1/2 colher de sopa de fermento em po, 60 gramas de manteiga sem sal, 2 e 1/2 xicaras de cha de acucar cristal, 250 ml de leite","['Na panela, misture o leite e o cacau peneirado. Leve ao fogo medio/baixo, mexendo sem parar, ate que o creme engrosse.', 'Cubra os morangos com mais creme e alise ate que o bolo fique com uma superficie uniforme.', 'Transfira o creme para uma tigela, cubra com plastico filme em contato e leve a geladeira ate gelar por completo.', 'Transfire o creme para uma tigela e acrescente o acucar cristal. Mexa bem com o fouet.', 'Adicione os ovos, um a um, e bata ate obter uma massa homogenea.', 'Quando surgir a primeira bolha, conte um minuto, mexendo sempre, e entao desligue o fogo.', 'Peneire a farinha sobre a massa e incorpore delicadamente.', 'Acrescente o oleo e a baunilha. Mexa bem.', 'Corte o topo do bolo e reserve-o.', 'Misture todos os ingredientes (menos os morangos) em uma panela e leve ao fogo medio/baixo, mexendo sem parar.', 'Bata o creme que voce fez anteriormente para deixa-lo mais aerado.', 'Asse o bolo em forno preaquecido a 180@C por uma hora ou ate que um palito inserido no meio saia limpo.', 'Faca duas marcacoes com a faca ao redor de toda a superficie do bolo, formando duas bordas (uma interna e outra externa).', 'Utilize uma colher para remover toda a massa entre as marcacoes, formando um caminho oco dentro do bolo.', 'Por fim, adicione o fermento, misture ate incorporar e despeje a massa em uma forma alta de pudim untada e polvilhada com cacau em po.', 'Adicione a manteiga picada, misture bem e sirva sobre o bolo.', 'Recoloque o topo do bolo e finalize com a cobertura.', 'Faca uma camada de creme dentro da cavidade do bolo. Em seguida, cubra com os morangos fatiados.', 'DICA: As bordas nao devem ficar finas, caso contrario o recheio vai quebrar as laterais do bolo! Assista ao video para entender melhor.', 'Derreta o chocolate em banho-maria.']",8 a 10 pessoas,120.0,https://www.daninoce.com.br/receitas/bolo-sensacao-de-chocolate-e-morango/,chocolate,60.0,60.0
658,658,658,bolo-oreo-brulee-sem-gluten-e-sem-lactose,"1 colher de cha de bicarbonato, 1 colher de sopa de vinagre branco, 120ml de oleo vegetal, 2 ovos, 220ml agua quente, 1 colher de sopa de extrato de baunilha, 180ml de leite de coco, 5 claras, 400g de acucar cristal, 20g de cacau black em po (pode ser substituido por cacau 100%), 220g de farinha sem gluten (eu uso aminna), 70g de cacau em po 100%, 2 colheres de cha de fermento em po, 30ml de agua em temperatura ambiente, 250g acucar refinado","['Numa tigela junte o leite de coco, os 30ml de agua e o vinagre. Reserve.', 'Junte as claras e o acucar e leve ao fogo em banho maria ate que o acucar esteja completamente dissolvido.', 'Apare o topo do bolo para deixa-lo reto.', 'Coloque as claras aquecidas na batedeira e bata na velocidade alta ate que fique firme e brilhante. Junte a baunilha e incorpore.', 'Unte 2 formas de 21 cm com oleo e cacau em po e forre o fundo com papel manteiga.', 'Retire do forno e deixe esfriar. Embrulhe em filme plastico e leve a geladeira por algumas horas, de preferencia de um dia para o outro, para a massa ficar mais firme e a montagem se tornar mais facil.', 'Pre-aqueca o forno a 175@C.', 'Va alternando camadas de bolo e merengue, espalhando bem o merengue por cima de cada bolo.', 'Cubra o bolo com o merengue e com um macarico caramelize toda a superficie do bolo.', 'Junte todos os ingredientes numa batedeira com a raquete ou use um fouet, deixando para incorporar por ultimo os 220 ml de agua quente. Bata por 2 minutos ate que a massa esteja lisa e uniforme. Distribua a massa nas formas e asse cerca de 40 minutos, ate que o teste do palite saia seco ou, no maximo, com algumas migalhinhas presas.', 'Corte cada bolo na metade, de modo a ficar com 4 bolos mais finos.']",12 a 15 pessoas,20.0,https://www.daninoce.com.br/receitas/bolo-oreo-brulee-sem-gluten-e-sem-lactose/,chocolate,40.0,1440.0
659,659,659,bolo-de-banana-e-nutella,"1/4 de xicara de creme de leite fresco, 100 gramas de chocolate meio amargo 50%, 1/3 de xicara de cacau em po, 1/4 de colher de cha de bicarbonato de sodio, 1/2 limao, 3 ovos, 100 gramas de manteiga sem sal em temperatura ambiente, 1 xicara de leite integral, 300 gramas de creme de avela, 1/2 xicara de iogurte natural, 2 xicaras de acucar cristal, 300 gramas de creme de avela**, 300 gramas de creme de leite fresco, 1/2 colher de cha de sal, 1 xicara de acucar impalpavel, 1 colher de sopa de extrato de baunilha, 2 colheres de cha de fermento em po, 1/4 de xicara de oleo vegetal, 300 gramas de chocolate 70%, 250 gramas manteiga sem sal em temperatura ambiente, 1 colher de sopa de extrato de baunilha*, 1 e 1/2 xicara de banana bem madura amassada, 3 xicaras de farinha de trigo, 1 pitada de sal","['Acrescente a baunilha, o sal, o leite e o iogurte. Misture bem.', 'DICA: Se o recheio estiver muito liquido, deixe no freezer por 30 minutos. Quando for montar o bolo, bata mais um pouco para conseguir a consistencia de chantilly novamente.', 'Adicione a banana amassada, bata a mistura ate homogeneizar e entao despeje a massa em duas formas untadas e enfarinhadas de 21cm de diametro.', 'Faca uma segunda camada de cobertura, alisando bem. Para decorar, faca pequenas gotinhas com a ajuda de um saco de confeitar (bico 8 ou 10) sobre o topo do bolo.', 'Passe um tanto cobertura de chocolate em todo o bolo, depois leve-o a geladeira por 10 minutos.', 'Adicione os ovos um a um, batendo bem apos cada adicao.', 'Leve ao congelador por 2h para depois passar a cobertura.', 'Leve ao forno preaquecido a 180@C por aproximadamente 1h.', 'Amasse bananas suficientes para encher 1 e 1/2 xicara. Em seguida, adicione o suco do limao para que as bananas nao escurecam.', 'Na batedeira, bata a manteiga com o acucar e o oleo ate obter um creme homogeneo.', 'Processe o chocolate derretido com todos os outros ingredientes ate obter uma mistura homogenea. Em seguida, transfira o creme para um potinho e cubra-o com plastico filme em contato para esfriar em temperatura ambiente e engrossar.', 'Em banho-maria, derreta o chocolate com os outros ingredientes.', 'Adicione metade dessa mistura de chocolate ao chantilly, batendo sempre. Quando incorporar completamente, adicione o restante e bata para combinar.', 'Finalize com flores e um pouco de acucar colorido.', 'Arrume uma folha de acetato em torno da forma. Corte os topos dos bolos para alisar e depois divida cada bolo em dois, ou seja: voce precisa ter 4 camadas de bolo.', 'Bata os 300g de creme de leite fresco com a baunilha ate quase atingir o ponto de chantilly. Reserve.', 'Posicione a primeira fatia de bolo na forma. Adicione uma fina camada do primeiro recheio, mais escuro, sobre a fatia de bolo. Depois, divida o segundo recheio em tres e adicione a primeira parte sobre o recheio escuro.', 'Repita esse processo ate a ultima camada de bolo.', 'Peneire a farinha de trigo, o fermento e o bicarbonato de sodio.', 'Derreta o chocolate.']",8 pessoas,60.0,https://www.daninoce.com.br/receitas/bolo-de-banana-e-nutella/,chocolate,60.0,60.0
660,660,660,bolo-brownie-aka-bolo-snickers-com-muito-caramelo-e-chocolate,"4 pitadas de sal, 8 folhas de gelatina, 1 colher de sopa de flor de sal ou sal comum, 150 gramas de cacau em po, 2 xicaras de acucar refinado, 340 ml de leite, 360 gramas de chocolate 70% picado, 495 gramas de chocolate 60% picado, 10 ovos, 200 gramas de amendoim tostado, 600 gramas de creme de leite fresco, 450 gramas de manteiga, 2 colheres de sopa de glucose, 2 colheres de sopa de extrato de baunilha*, 150 gramas de farinha de trigo, 90 gramas de acucar, 180 gramas de gemas, 180 gramas de acucar, 825 gramas de acucar mascavo, 1 + 1/2 xicara de creme de leite fresco","['Adicione mais 1/3 da mousse e leve a forma para o congelador por pelo menos 1 hora.', 'Bata o creme de leite fresco em ponto de chantilly e acrescente 1/3 dele no creme de chocolate, misturando vigorosamente.', 'Leve o leite para ferver em uma panela junto com 90 gramas de acucar.', 'Coloque acetato em toda a volta de uma forma de 21 cm e disponha a primeira camada de brownie no fundo.', 'Tire o creme do fogo e acrescente a gelatina. Mexa muito bem.', 'Tire do banho-maria e acrescente o acucar mascavo e misture muito bem.', 'Coloque o restante do caramelo em um saco de confeitar com bico redondo e jogue na bordinha do bolo, deixando as gotas escorrerem.', 'Acrescente na mistura a farinha de trigo e o cacau peneirados.', 'DICA: drene as folhas de gelatina tirando o excesso de agua antes de joga-las no creme.', 'Acrescente o restante do chantilly com muita delicadeza para a mousse nao perder aeracao. Mexa com um fouet de baixo para cima, do centro para as laterais.', 'Decore o topo de cada bolinha de mousse com mais um pouquinho de caramelo salgado e aproveite!', 'Em uma tigela grande, derreta o chocolate em banho-maria e jogue todo o creme por cima. Mexa ate obter um creme homogeneo.', 'Posicione a terceira camada de brownie por cima e deixe na geladeira por pelo menos 1 hora.', 'Jogue 1/3 do caramelo salgado por cima e espalhe bem. Acrescente metade dos amendoins tostados.', 'Assim que caramelizar, coloque a mistura de creme de leite na frigideira mexendo muito bem para nao empedrar.', 'O creme estara pronto quando atingir o ponto nape, que pode ser identificado ao passar o dedo pelas costas da colher e o creme formar um corredor em que a mistura nao volta a cobrir a colher por completo.', 'Em uma tigela em banho-maria, coloque a manteiga e o chocolate picado. Mexa ate que tudo derreta e se misture por completo.', 'Coloque as folhas de gelatina para hidratar em agua bem gelada.', 'Enquanto o leite ferve, coloque as gemas e o restante do acucar em uma tigela. Misture muito bem.', 'Coloque a segunda camada de brownie por cima.', 'Coloque o restante da mousse em outro saco de confeitar, mas dessa vez com bico pitanga. Faca ""bolinhas"" em torno de todo o bolo.', 'DICA: mexa bem para que o acucar nao caramelize no fundo.', 'Deixe eles esfriarem por completo.', 'Quando o caramelo estiver homogeneo, desligue o fogo e reserve para que esfrie um pouco.', 'Divida a massa em 3 formas iguais (21 cm) com papel manteiga no fundo e untadas com manteiga e cacau em toda a volta.', 'Enquanto isso, coloque o acucar para caramelizar em uma frigideira alta.', 'Adicione os ovos, 2 por vez, sempre mexendo bem a cada adicao.', 'Em uma panela em fogo baixo, misture o creme de leite fresco, o sal e a glucose. Mexa sem parar ate que a glucose derreta e deixe esquentar bem.', 'Jogue um pouco do leite quente na mistura de gemas, mexendo bem para tempera-las. Volte tudo para panela, mexendo sempre em fogo medio.', 'Adicione 1/3 da mousse e leve a forma para o congelador por 20 minutos.', 'Coloque tambem o sal e o extrato de baunilha. Misture bem com um fouet.', 'Jogue mais 1/3 do caramelo salgado por cima e espalhe bem. Acrescente a outra metade dos amendoins tostados.', 'Desenforme o bolo, retire o acetato e coloque no prato em que ira servir.', 'Leve para o forno a 180oC por 50 minutos ou ate que voce coloque um palitinho no centro do bolo e ele saia levemente sujo (sem pedacos).']",16 pessoas,120.0,https://www.daninoce.com.br/receitas/bolo-brownie-aka-bolo-snickers-com-muito-caramelo-e-chocolate/,chocolate,50.0,2.0
661,661,661,massa-para-bolo-double-chocolate,"180 gramas de manteiga sem sal derretida, 120 gramas de chocolate meio-amargo picado ou em gotas, 200 gramas de acucar, 40 gramas de cacau em po, 200 gramas de farinha de trigo, 2 colheres de cha de fermento em po, 180 ml de leite integral, 4 ovos","['Pre-aqueca o forno a 200degC.', 'Em um recipiente maior misture: o acucar, os ovos, a manteiga derretida e o leite e bata um pouco com o fouet.', 'Em uma tigelinha misture: a farinha, o cacau e o fermento em po e reserve.', 'Ao retirar os cupcakes do forno, retire-os da forma e deixe que eles esfriem em cima da bancada ou se voce tiver uma grade de biscoitos, em cima da grade. Se for o bolo, apenas deixe esfriar dentro da forma. Depois de frio, desenforme e coloque em uma travessa bem bonita.', 'Levar ao forno por aproximadamente 30 minutos se forem os cupcakes. Se for um bolo grande deixar por no minimo 1 hora, ou ate que voce coloque um palitinho na massa e ele saia limpo, pois esse tempo vai depender de cada forno.', 'Apenas cubra os cupcakes com o recheio quando eles estiverem frios. O mesmo vale para o bolo.', 'Ao final, acrescente o chocolate picado ou em gotas e misture.', 'Distribua a massa em 12 forminhas de cupcake, deixando sobrar 1 dedo da forminha sem completar, pois os cupcakes irao crescer no forno. Ou unte e polvilhe com cacau em po uma forma de tamanho medio e coloque a massa.', 'Acrescente a mistura da farinha peneirando-a por cima da mistura dos ovos e incorpore, com uma espatula, uma na outra delicadamente de cima para baixo.']",8 pessoas,15.0,https://www.daninoce.com.br/receitas/massa-para-bolo-double-chocolate/,chocolate,30.0,0.0
662,662,662,massa-para-bolo-branca-e-fofa-pound-cake,"1 colher de cha de fermento em po, 180 gramas de manteiga em temperatura ambiente, 2 ovos, 2 colheres de cha da especiaria que preferir (opcional), 80ml de leite, 250 gramas de farinha de trigo, 180 gramas de acucar refinado, 1 pitada de sal","['Bata a manteiga e o acucar na batedeira ate que forme um creme bem fofo e homogeneo.', 'Junte os ovos, um a um, e bata mais um pouco. Acrescente o sal.', 'Por ultimo acrescente o fermento.', ' Unte e enfarinhe a forma de bolo.', 'Disponha a massa na forma e asse em forno pre-aquecido a 220degC por aproximadamente 40 minutos, ou ate que voce fure o bolo com um palito e ele saia limpo.', 'Acrescente o leite e a farinha de trigo, previamente peneirada, alternadamente.']",8 pessoas,20.0,https://www.daninoce.com.br/receitas/massa-para-bolo-branca-e-fofa-pound-cake/,bolo,40.0,20.0
